company,repository,link,hash,subject,message,changed_file,commit_labels,file_labels
orange,networking-bgpvpn,http://github.com/openstack/networking-bgpvpn/commit/38fc3e7991583390f79df98e06c6ecf106d62d30,38fc3e7991583390f79df98e06c6ecf106d62d30,bagpipe: update unit tests to follow a Neutron ML2 change,This fixes (and simplifies a bit) a few unit tests forbagpipe driver that were failing after the merge of changeId85ff6de1a14a550ab50baf4f79d3130af3680c8 around ML2 code.Change-Id: I1848715e03e2cdd69245ddb10f0900cdcb62e67c," 1 file changed, 103 insertions(+), 119 deletions(-)",fix,test-1
midokura,networking-midonet,http://github.com/openstack/networking-midonet/commit/fed00936992e203b6b495734ede6b20dec0c62c3,fed00936992e203b6b495734ede6b20dec0c62c3,Fix MidonetL2GatewayTestCase failure,"This fixes an existing hack, which is now making UTs fail, by addinganother horrible hack which might or might not work.  Certainlyour l2gw plugin needs major rework.Closes-Bug: #1625628Change-Id: Ib551e3cd46644050abe31417e5ada7ede1d7d37d"," 2 files changed, 2 insertions(+), 2 deletions(-)",fix,code-1
hp,magnum,http://github.com/openstack/magnum/commit/584380f8ee3925545a39e6ec8dda5ece3aa930f2,584380f8ee3925545a39e6ec8dda5ece3aa930f2,Rename Bay to Cluster in docs,This is a continuation of patch 353726 and includes all of thedoc changes for replacing the term bay with cluster andBayModel with ClusterTemplate.Change-Id: Ia7efaed157971ad7631ddffb9c1400f3516720f0Implements: blueprint rename-bay-to-cluster," 11 files changed, 663 insertions(+), 618 deletions(-)",feature;refactor,test-1;doc-10
workday,cookbook-openstack-image,http://github.com/openstack/cookbook-openstack-image/commit/8be768ab2e50fa87cc4dc3afb50702b604ea4eda,8be768ab2e50fa87cc4dc3afb50702b604ea4eda,Increment Ubuntu release to 16.04,This is a cosmetic change that only affects unit tests.Change-Id: Iff1654d1669b27e55d252245c299aa80f71179c6Implements: blueprint newton-xenial," 1 file changed, 1 insertion(+), 1 deletion(-)",feature,deploy-1
huawei,horizon,http://github.com/openstack/horizon/commit/0568f86d2090a1143a065c6e588f74b268a03eb0,0568f86d2090a1143a065c6e588f74b268a03eb0,Add metadata in snapshot details page,This is a follow up patch of I4ae2e7a74d3ddbff8493b42f8f86c7002229cf8cChange-Id: Ie16232f118b67ffff1b9375eca088437e5f57e54," 4 files changed, 531 insertions(+), 18 deletions(-)",,doc-2
brocade,tacker,http://github.com/openstack/tacker/commit/cf7f677fc71d4cac8580a25bfdcd1b93dc689e31,cf7f677fc71d4cac8580a25bfdcd1b93dc689e31,Introduce TOSCA 'order' property for connection points,This is a follow-on to [1] which uses dictionary for VNFDtemplate and no longer relies on OrderedDict to preservethe order of the node_types in the VNFD template. Insteadwe are going to insist the templates to explicit mentionthe order of the CP.[1] https://review.openstack.org/#/c/360809Change-Id: Iaf7389305cfea90f158da0eaaa19afe86869541bCloses-Bug: #1591361," 18 files changed, 2508 insertions(+), 7 deletions(-)",fix,deploy-17
ibm,nova,https://github.com/openstack/nova/commit/d37f35a97f25ca5d9b4a100d52cd4935e322a922,d37f35a97f25ca5d9b4a100d52cd4935e322a922,libvirt: use guest as parameter for get serial ports,"This is a preparation patch for enabling live migration withserial console, which will introduce a new user ofget_serial_ports_for_guest().Move the get_guest call to the caller ofget_serial_ports_for_guest() to avoid the generation of anexception in a generator.Change-Id: Ice0a81e576313732d742926c4c05d8251e6ca6d5"," 2 files changed, 47 insertions(+), 52 deletions(-)",,test-1;code-1
midokura,networking-midonet,http://github.com/openstack/networking-midonet/commit/aa69f31cc7a7a49a531ecd2787ea7fd9df67a973,aa69f31cc7a7a49a531ecd2787ea7fd9df67a973,devstackgaterc: Exclude tempest plugins,This is a temporary workaround for neutron tempest plugin issues.Related-Bug: #1571486Change-Id: Iacb30bf363f809adfea3a227643ac923e58e2c22," 1 file changed, 2 insertions(+), 1 deletion(-)",fix,deploy-1
midokura,networking-midonet,http://github.com/openstack/networking-midonet/commit/9498e5c235847d636a6bc56c1e7443be5c659da8,9498e5c235847d636a6bc56c1e7443be5c659da8,DevMido: disable uplink script,This is just a temporary change until the architecturecan handle L3 functionality.Signed-off-by: Joe Mills <joe@midokura.com>Fixes MNP-55Change-Id: I00366b50242bb6ca4ce184fb7cdd0e4f174b33fa," 1 file changed, 8 insertions(+), 2 deletions(-)",fix,deploy-1
time warner cable,puppet-designate,http://github.com/openstack/puppet-designate/commit/2910f825ef04ca9aa346e4f9b1ef7c3b99783473,2910f825ef04ca9aa346e4f9b1ef7c3b99783473,Add policy.json management,This is mostly a copy of the existing neutron policy.json management andleverages the resources in openstacklib for managing designate'spolicy.jsonChange-Id: I1fbf35b3dfa2e3a9b5f3ec351f8776951dfb41cf," 6 files changed, 248 insertions(+), 2 deletions(-)",,deploy-2
easystack,heat,http://github.com/openstack/heat/commit/7ea358645c083a94560f406aedde8ed500fe5509,7ea358645c083a94560f406aedde8ed500fe5509,Migrate to keystoneauth,"This is the final patch to switch from keystoneclient tokeystoneauth.keystoneclient's auth session, plugins,and adapter codehas been deprecated. For more information:[1] http://docs.openstack.org/developer/keystoneauth/migrating.htmlChange-Id: If8449382aeccf51587d991f55a53c43742ad7a72"," 7 files changed, 7 insertions(+), 7 deletions(-)",deprecate,test-6;code-1
internap,virtualpdu,http://github.com/openstack/virtualpdu/commit/af870b8858e7d53c6b51471d6647d30861d1ad3f,af870b8858e7d53c6b51471d6647d30861d1ad3f,Adding Updated Tox,This is to be inline with the new upstream cookiecutter project udpatesRef:https://github.com/openstack-dev/cookiecutter/commit/2cf26bf0a326cb9a837a369206ac3b1d674a15c2," 1 file changed, 4 insertions(+), 34 deletions(-)",,build-1
openstack foundation,ops-tags-team,http://github.com/openstack/ops-tags-team/commit/2acb37322ef79ef85e95fbfe93ac2722955addb4,2acb37322ef79ef85e95fbfe93ac2722955addb4,Adds Mitaka production deployment usage data,This JSON file tracks the percentage of production deploymentsthat reported using each project. The data is based off theApril 2016 user survey data and includes one new project (Mistral).Change-Id: I1c5673a4b0453c5172a371ff13a682bb913ebcaf," 1 file changed, 1 insertion(+), 1 deletion(-)",,unknown-1
rackspace,openstack-ansible-tests,http://github.com/openstack/openstack-ansible-tests/commit/b432d063454f64a4569a8f9bfb2cf7715308d152,b432d063454f64a4569a8f9bfb2cf7715308d152,Add the ability for any repo to test an AIO,This makes possible for any openstack-ansible repo toadd an AIO test job on its project.yaml.Depends-On: I3fcf42597a6f0a8d8b5fa7bc99874874939d21eaChange-Id: Ieff373412a57bfe1cfc9eb2fc5b0aaf1113bc6ab," 1 file changed, 90 insertions(+), 37 deletions(-)",,deploy-1
red hat,oslo.middleware,http://github.com/openstack/oslo.middleware/commit/89b11a1c731bea4c74498c46a5e4272eef55f2f6,89b11a1c731bea4c74498c46a5e4272eef55f2f6,Introduce HTTP Proxy to WSGI middleware,"This middleware is supposed to be placed in front of any WSGIapplication. It will translate the WSGI environment to an environmentmimicking the environment of the reverse proxy placed in front of it.It supports translating:- Protocol via X-Forwarded-Proto- Host via X-Forwarded-Host- Prefix via X-Forwarded-Prefix (not standard, but already used in otherprojects)- Forwarded header (RFC7239)Change-Id: I9e66e17a343fc454016415375bcd5a1285334f5a"," 8 files changed, 34 insertions(+), 28 deletions(-)",fix,test-1;code-1
nec,tempest-lib,http://github.com/openstack/tempest-lib/commit/9caf269c2874499c16b16ab517d0365f2e626321,9caf269c2874499c16b16ab517d0365f2e626321,Migrated hosts_client.py from tempest,This migrates the above files from tempest. This includes tempest commits:* hosts_client.py: Ife5bdbbcbdd856ecbce66e8b9c74c70dbb93f077* test_hosts_client.py: Ifc4aa410d1db84ea8c43c64d1feadd74dbfbc4a4* hosts.py: Ica929c402a3d042ae751302384e68853eb28b405to see the commit history for these files refer to the above Change-Ids in the tempest repository.Partially implements blueprint migrate-service-clients-to-tempest-libChange-Id: I59c82bc896d5036d936e6f9cddb3c7b004648dde," 1 file changed, 8 insertions(+), 2 deletions(-)",feature,test-1;code-2
b<>com,python-watcherclient,http://github.com/openstack/python-watcherclient/commit/e0d1e5facff442534790d7cfa145d5259b9b53a4,e0d1e5facff442534790d7cfa145d5259b9b53a4,Add PrettyTable module,This package was previously imported by a keystoneclient package.but that is no longer true.Change-Id: I9b1933de3c57566596d780ce4f2fcb9adf05680b," 2 files changed, 22 insertions(+), 2 deletions(-)",,build-1
wind river system,mogan,http://github.com/openstack/mogan/commit/607f64b7fc7b1e837d9c6fcc95d35e03d5d64b36,607f64b7fc7b1e837d9c6fcc95d35e03d5d64b36,Follow up on Update binding:profile for SR-IOV ports,This patch addresses comments from https://review.openstack.org/#/c/242573- Only load PCI mappings when there is at least one port of type SR-IOV.- Fixed exception message on neutron port update.Change-Id: I88586c66a2b2b84a2ff4a5c00857d3da19148268Partial-bug: #1512880," 1 file changed, 7 insertions(+), 2 deletions(-)",fix,code-1
intel,neutron,http://github.com/openstack/neutron/commit/46de63c42e7c229529c0f101c9db8c84d73f6860,46de63c42e7c229529c0f101c9db8c84d73f6860,SR-IOV: add agent QoS driver to support egress minimum bandwidth,"This patch adds SR-IOV agent driver, which uses eswitch manager, to setVF min_tx_rate parameter. This parameter defines the guaranteed minimumbandwidth for egress traffic.DocImpactPartial-Bug: #1560963Change-Id: Iefe5e698e99d186202d6ef170f84e93bfbba46dd"," 8 files changed, 274 insertions(+), 103 deletions(-)",fix,test-3;doc-1;code-4
midokura,networking-midonet,http://github.com/openstack/networking-midonet/commit/154334f9cec89d0d71b284d52d3ebff25aaf24c2,154334f9cec89d0d71b284d52d3ebff25aaf24c2,Add API based plugin option,"This patch adds the API based plugin to the project. With this patch,the user can configure the plugin to use either the SQL based plugin,or the API based plugin.The new config added is ""use_cluster"". When set to True, the SQL basedplugin will be loaded. The default value is False, and with that theAPI based plugin will be loaded.config.py: added the use_cluster config.util.py: added some API utils useful for handling error cases.plugin.py: renamed the cluster plugin to MidonetMixinTasksplugin_api.py: add the API based plugin.test_midonet_plugin.py: Override the use_cluster flag to True.test_midonet_plugin_api.py: Added Unit Tests for the API basedpluginChange-Id: I5bd8191cba0aabb2a8e93979d8a4ca93dd8159faSigned-off-by: Joe Mills <joe@midokura.com>"," 9 files changed, 1086 insertions(+), 17 deletions(-)",fix;refactor,test-4;code-5
ibm,zun,http://github.com/openstack/zun/commit/28ae60cdffc6726d567a3eb23b47b509fca320a9,28ae60cdffc6726d567a3eb23b47b509fca320a9,Add some missed requirements,This patch adds two missed requirements which have been usedin existing API code.Change-Id: Ie5674dbc7d532ec5bcf5ab16399b6f70c4694bc1," 9 files changed, 10 insertions(+), 10 deletions(-)",,build-1
lsd ufcg,puppet-keystone,http://github.com/openstack/puppet-keystone/commit/e5754d980956b8eb87f56530c81bf6daaca87227,e5754d980956b8eb87f56530c81bf6daaca87227,Move Authtoken to $::os_service_default,This patch aims to move the authtoken defineto use $::os_service_defaultChange-Id: Ifd6db1e44242404f5058a8ee4fa1d382eb575108," 3 files changed, 107 insertions(+), 143 deletions(-)",,doc-1;deploy-2
universidade federal de campina grande,python-swiftclient,http://github.com/openstack/python-swiftclient/commit/73e4296a389893c750f7c70a477ec828e4360197,73e4296a389893c750f7c70a477ec828e4360197,Adding keystoneauth sessions support,This patch allows authentication in swiftclient with a keystonauthsession.Co-Authored-By: Tim Burke <tim@swiftstack.com>Change-Id: Ia3fd947ff619c11ff0ce474897533dcf7b49d9b3Closes-Bug: 1518938," 3 files changed, 89 insertions(+), 10 deletions(-)",fix,test-1;doc-1;code-1
mirantis,horizon,http://github.com/openstack/horizon/commit/ec0b29f9967703c2454a3d917cf3b8558e2b9448,ec0b29f9967703c2454a3d917cf3b8558e2b9448,Switch Glance API tests to mock,This patch changes mox to mock for the following test modules:* openstack_dashboard/test/api_tests/glance_tests.pyChange-Id: I282bc6a8ceca851b9755c9637790da055e6b4780Partially-Implements: blueprint mock-framework-in-unit-tests," 2 files changed, 105 insertions(+), 98 deletions(-)",feature,test-2
red hat,puppet-keystone,http://github.com/openstack/puppet-keystone/commit/dd4ea76d233265294e368efb0634be43187d2af4,dd4ea76d233265294e368efb0634be43187d2af4,acceptance: switch RDO to CBS repositories,"This patch changes the repositories used to install OpenStack Liberty onRDO by using CBS repositories and RDO trunk.Here is the RDO roadmap that is suggested if we want to run Liberty:From now until GA:http://trunk.rdoproject.org/centos7-liberty/current/http://cbs.centos.org/repos/cloud7-openstack-liberty-testing/x86_64/os/http://cbs.centos.org/repos/cloud7-openstack-common-testing/x86_64/os/After GA:http://mirror.centos.org/centos/7/cloud/x86_64/openstack-libertyNote about EPEL: deps from EPEL are rebuilt in CBS, so EPEL could bedisabled in the future.Change-Id: Ie5a960487668f79cb7148337f731b4c84617e7e8"," 2 files changed, 22 insertions(+), 14 deletions(-)",,deploy-2
thales,monasca-agent,http://github.com/openstack/monasca-agent/commit/2a36cf4013d6ae245fb289b4216e7a2ea1db34cd,2a36cf4013d6ae245fb289b4216e7a2ea1db34cd,Remove Oslo modules useless requirement,This patch cleans up the requirement list to remove OSLO modulesthat are not used by monasca-agent.Change-Id: I3f7e39f864db2a0e267650af9e54e0f82cb34c72," 2 files changed, 75 insertions(+), 29 deletions(-)",deprecate,build-1
ibm,zun,http://github.com/openstack/zun/commit/5221ce3ffffca1a4a1f59ca1c9b7504867f7c9b6,5221ce3ffffca1a4a1f59ca1c9b7504867f7c9b6,Initial work for zun tempest plugin,"This patch does some initial work for zun tempest pluginsupport. Since zun API design/implementation will comesoon, tempest API test will be helpful to verify itscorrectness.Co-Authored-By: Ethan Lynn <xjunlin@cn.ibm.com>Change-Id: Iabc8429285150857fb9791dea8a5471e2995e17b"," 1 file changed, 1 insertion(+), 1 deletion(-)",feature,test-7;build-1;deploy-1
huawei,nova,https://github.com/openstack/nova/commit/b9a89c97a87e40b692f052d4cd78c309ad0bd72d,b9a89c97a87e40b692f052d4cd78c309ad0bd72d,"Fix api ref for os-hosts, os-quota-sets and os-fping",This patch fix API ref for correct sample files and status codefor below APIs- os-hosts- os-quota-sets- os-fpingPart of bp:api-ref-in-rstChange-Id: I7ecfe5adf4d8f1e9c767bac9194d9160f09fbee9," 3 files changed, 12 insertions(+), 12 deletions(-)",fix,doc-3
hp,magnum,http://github.com/openstack/magnum/commit/4a3578101c7e16caf5b9964b7ecc18184a8bd83e,4a3578101c7e16caf5b9964b7ecc18184a8bd83e,Bay to Cluster api cleanup,This patch fixes a few missed changes.  It also updates Clusterand ClusterTemplate with a few changes that were merged while themain patch was a WIP. Updates changes from patches:Idd02769f98078702404a11dc9f7a3339ce4e22eb andI1abc5626f39958351935f4c711c19588651d2bc6Change-Id: I509520d1af0f0e2c04d53359705973d6a6f97a26Implements: blueprint rename-bay-to-cluster," 7 files changed, 88 insertions(+), 67 deletions(-)",fix;feature;refactor,test-1;code-6
ibm,senlin,http://github.com/openstack/senlin/commit/2176d24cd87e24a0080aeb6590362d10666fc46f,2176d24cd87e24a0080aeb6590362d10666fc46f,Fix errors in sample trigger spec and db model,This patch fixes some errors in sample trigger definitions. There was aDB modle problem fixed as well.Change-Id: I365d58e891f3e4eb869d042dc2fc522e42fe519d," 6 files changed, 6 insertions(+), 6 deletions(-)",fix,code-1;deploy-5
intel,zun,http://github.com/openstack/zun/commit/d764d749ba7af2fe136ef2227f25811b73527e4c,d764d749ba7af2fe136ef2227f25811b73527e4c,Fix error in quickstart,This patch fixs error in cd command in quickstart.Change-Id: I9efde8a692c4c93c0480b076a2f35e4c3b299898," 1 file changed, 2 insertions(+), 2 deletions(-)",fix,doc-1
intel,murano,http://github.com/openstack/murano/commit/f5f7fdee25f5aca969c5fe60985bea981ba481ff,f5f7fdee25f5aca969c5fe60985bea981ba481ff,Format logs in devstack setup,This patch formats logs to be displayed in colors and displayuser_name and project_name instead of user_id and project_id whichmakes logs more readable.Change-Id: I1ed59927b672c7a442f24fcb74e0fafd98529869," 7 files changed, 63 insertions(+), 3 deletions(-)",,deploy-1
cisco systems,horizon,http://github.com/openstack/horizon/commit/03ef147627124e71eb9a63d7aecba35da1b1c0c6,03ef147627124e71eb9a63d7aecba35da1b1c0c6,Update create volume help text for angular workflow,This patch improves the help text for the create volume step of the imagesangular workflow using the information available in the API reference.Change-Id: Ib037cbd0082d25e667708d4e2252f59f997e4491Partial-Bug: #1615687," 1 file changed, 12 insertions(+), 4 deletions(-)",fix,doc-1
rackspace,openstack-ansible,http://github.com/openstack/openstack-ansible/commit/ae99efd64c367108075df6930f9a66b3c979b8e6,ae99efd64c367108075df6930f9a66b3c979b8e6,Adding modularity to keepalived configuration,"This patch introduces modularity into the default keepalivedconfiguration: Currently, keepalived uses a ping to check itsalive status. The IP was hard setted in the configuration file.This patch introduces multiple variables:- keepalived_ping_address- keepalived_ping_count- keepalived_ping_intervalThe one probably used the most will be the``keepalived_ping_address``. It's therefore listed in``user_variables`` with the other keepalived variables.Fixes-Bug: #1570420Change-Id: Ic9a591fe739dd4ee3b0ad0130190e000404fb73a"," 3 files changed, 26 insertions(+), 9 deletions(-)",fix,doc-1;deploy-2
nec,senlin-dashboard,http://github.com/openstack/senlin-dashboard/commit/ed2c1b459e68cf24051a4ea2ec993e78d98d6e2a,ed2c1b459e68cf24051a4ea2ec993e78d98d6e2a,Display selected panel name on browser title bar,"This patch is addressing the change of below.https://review.openstack.org/#/c/409753/7Currently, when using anuglar table, the name of title bar onbrowser is always 'Horizon - xxx' and it's bad usability for users.This patch fix it.Change-Id: I9b3fedd2f41b275af6f255f2aaa44052a7d7f7cb"," 6 files changed, 26 insertions(+), 24 deletions(-)",fix,code-6
unitedstack,puppet-trove,http://github.com/openstack/puppet-trove/commit/5dc2d3359e561e618baf24eead4bc6aca11a1b36,5dc2d3359e561e618baf24eead4bc6aca11a1b36,Add Users/DBs related parameters to guestagent class,This patch is aim to add following params in guestagent class:- root_grant- root_grant_option- default_password_lengthChange-Id: Iaeed4194b7b9ae895c3a04eb2ed2991fa6984636Closes-Bug: #1570281," 1 file changed, 6 insertions(+), 2 deletions(-)",fix,deploy-2
intel,zun,http://github.com/openstack/zun/commit/fe0acb5db04237d64141b507761d88729a2fbcfd,fe0acb5db04237d64141b507761d88729a2fbcfd,Add empty post_test_hook script,This patch just adds a empty post_test_hook.sh to allow project-configscript pass. Later it will be rewrite.Change-Id: Ia547c8d3efbf6f6271622434f9613481b7bbee3d," 3 files changed, 123 insertions(+), 35 deletions(-)",,test-1
intel,nova,https://github.com/openstack/nova/commit/8053bc0cfac19ef2a96ecbb00a72a5f2281adbed,8053bc0cfac19ef2a96ecbb00a72a5f2281adbed,Move policy enforcement into REST API layer for v2.1 security_group_default_rules,This patch moves the policy enforcement into REST API layer for v2.1security_group_default_rules and adds related unittest.Partially implements bp v3-api-policyChange-Id: I19aad51abe044feb6f3a6cc878bcbbd9eab7331f," 2 files changed, 36 insertions(+), 2 deletions(-)",feature,test-1;code-1
intel,keystone,http://github.com/openstack/keystone/commit/d1591b56b50f11864d340407b3030366da2a9ae3,d1591b56b50f11864d340407b3030366da2a9ae3,Move the resource abstract base class out of core,"This patch moves the resource abstract base class and other backendcode out of core and into backends/base.pyThis removes dependencies where backend code references code in thecore. The reasoning being that the core should know about the backendinterface, but the backends should not know anything about the core(separation of concerns). And part of the risk here is a potential forcircular dependencies.Partial-Bug: #1563101Change-Id: Id14d698fa7e083e72c463732e227726448a86f6d"," 9 files changed, 856 insertions(+), 760 deletions(-)",fix;deprecate,test-3;code-6
intel,nova,https://github.com/openstack/nova/commit/274a85014f0a7b2846e6768225d6ed5462ac2272,274a85014f0a7b2846e6768225d6ed5462ac2272,Remove db layer hard-code permission checks for pci,This patch remove db layer hard-code permission checks for pcirelated db call. The PCI related API entrance is in V2.1 API.So it is safe remove the permission checks.Partially implements bp v3-api-policyChange-Id: I206ed6701862225544333fd4f6221335ea1f81fb," 2 files changed, 29 deletions(-)",deprecate;feature,test-1;code-1
fujitsu,trove,http://github.com/openstack/trove/commit/62a5c3c869eea4bb1483f04c60438bf3167fe0d2,62a5c3c869eea4bb1483f04c60438bf3167fe0d2,Remove cfg and logging import unused,This patch removes cfg and logging import unused in troveChange-Id: Ic50a58123481faa37b8898565a597dcdb1f1fa46Closes-Bug: #1618281Closes-Bug: #1618347," 26 files changed, 75 deletions(-)",fix;deprecate,test-7;code-19
fujitsu,barbican,http://github.com/openstack/barbican/commit/6dc2e98ca611d982ae50f93c2ce20eb55375e1b6,6dc2e98ca611d982ae50f93c2ce20eb55375e1b6,TrivialFix: Remove cfg import unused,This patch removes cfg import unused inbarbican/api/controllers/versions.pybarbican/api/middleware/simple.py and barbican/queue/server.pyChange-Id: I9d5266df4ecb722a143b0879f51bad76bed4bf86," 3 files changed, 9 deletions(-)",fix;deprecate,code-3
fujitsu,freezer,http://github.com/openstack/freezer/commit/7cb4765e74147dbe9c6e3d1dd5424e932f4cf74e,7cb4765e74147dbe9c6e3d1dd5424e932f4cf74e,TrivialFix: Remove cfg import unused,This patch removes cfg import unused infreezer/freezer/utils/utils.pyChange-Id: I8177734bf37107144a4f4edf5bd615dda06196bb," 1 file changed, 1 insertion(+), 2 deletions(-)",fix;deprecate,code-1
ibm,senlin-tempest-plugin,http://github.com/openstack/senlin-tempest-plugin/commit/d5e5ffaa456d129285c1c11bc2bbd5db7bbee83d,d5e5ffaa456d129285c1c11bc2bbd5db7bbee83d,Remove an unneeded requirement,This patch removes cryptography from requirements list.Change-Id: I9b54d9e730e2d284b65699efa8a2a035c89227c6," 2 files changed, 2 insertions(+), 2 deletions(-)",deprecate,build-1
fujitsu,barbican,http://github.com/openstack/barbican/commit/eeb29c448bfc7561a5815a366dca39a91a92fa2f,eeb29c448bfc7561a5815a366dca39a91a92fa2f,TrivialFix: Remove logging import unused,This patch removes logging import unused inbarbican/model/models.py and barbican/queue/__init__.pyChange-Id: I18c4e1617197ad1df4804274176e111385085989," 2 files changed, 4 deletions(-)",fix;deprecate,code-2
fujitsu,glance,https://github.com/openstack/glance/commit/acb3ce08c3930fc469b68b7fa58d6bb586259a8e,acb3ce08c3930fc469b68b7fa58d6bb586259a8e,TrivialFix: Remove unused variable,This patch removes unused variable inglance/db/sqlalchemy/api.pyChange-Id: Ic43a8fd8c3715a3cf427085f0552340bf7054353," 3 files changed, 25 insertions(+), 18 deletions(-)",fix;deprecate,code-1
rackspace,openstack-manuals,http://github.com/openstack/openstack-manuals/commit/aa700c344352209cdb682e8b71c051eafa792d19,aa700c344352209cdb682e8b71c051eafa792d19,"Renaming chapter 3 to, ""Add the Identity service""","This patch renames chatper 3 to ""Add the Identity service"" asa part of the Install Guide Improvements.Change-Id: Ia987c47ab6fbfc9497824a95462060b3fd73915eImplements: blueprint installation-guide-improvements"," 1 file changed, 1 insertion(+), 1 deletion(-)",feature;refactor,doc-1
huawei,nova,https://github.com/openstack/nova/commit/cb5f7de9de4242c36743a84d616fc4923bc25a81,cb5f7de9de4242c36743a84d616fc4923bc25a81,Remove mox in tests/unit/objects/test_instance_faults,This patch replaces mox with mock intests/unit/objects/test_instance_faultsPart of blueprint remove-mox-newtonChange-Id: Icc047ae9861ea5bd0bef3888644779244165031a," 1 file changed, 16 insertions(+), 20 deletions(-)",deprecate;feature;refactor,test-1
servionica,rally,http://github.com/openstack/rally/commit/ea6a01c94af90a906cf9ea2c869dc2bbe935cef3,ea6a01c94af90a906cf9ea2c869dc2bbe935cef3,Add id_attr to use in wait_for_status method,This patch set adds id_attr to define name of id fieldwhen resource is being updated.Change-Id: Ia6644e02aecc38df76e8c1b1cf3de9f8358096ec," 2 files changed, 40 insertions(+), 6 deletions(-)",,test-1;code-1
fujitsu,designate,http://github.com/openstack/designate/commit/06c4bc0ff2a6ca4efcb7d890b7d868c015131a8f,06c4bc0ff2a6ca4efcb7d890b7d868c015131a8f,Clean imports in code,"This patch set modifies lines which are importing objectsinstead of modules in designate/scheduler/*.As per open-stack import guide lines, user shouldimport modules in a file not objects.http://docs.openstack.org/developer/hacking/#importsChange-Id: Ie843800c18e8d236b0cff4192504592b060c1ee3"," 6 files changed, 20 insertions(+), 20 deletions(-)",,code-6
servionica,watcher,http://github.com/openstack/watcher/commit/4e3593a71d8783e7f1f6faff6607d67f6189cc15,4e3593a71d8783e7f1f6faff6607d67f6189cc15,Fix double self._goal definition,This patch set removes second self._goal definition.Change-Id: I343b82e1584ab30129e6f15cc9c15cee07250497Closes-Bug: #1614568," 2 files changed, 2 insertions(+), 2 deletions(-)",fix;deprecate,code-1
easystack,heat,http://github.com/openstack/heat/commit/8d390d6fdd0eb5bdb3f82966eba7cfbc4846e8ec,8d390d6fdd0eb5bdb3f82966eba7cfbc4846e8ec,Stop using mox.stubs in heat,This patch stop using mox.stubs in test_wsgi. Now we ues mockpackage in unit tests.Implements:  blueprint mox-to-mock-conversionChange-Id: If892379dfe7f8b54ae8fe01812249cf529904f45," 1 file changed, 9 insertions(+), 16 deletions(-)",deprecate;feature,test-1
pnnl,kolla-kubernetes,http://github.com/openstack/kolla-kubernetes/commit/6fa5b0273d2d6b8c63e7ba6011fe3cb782ca7186,6fa5b0273d2d6b8c63e7ba6011fe3cb782ca7186,"Deployment, Readiness, Safe Shutdown, & Scaling for glance","This patch switches glance over to use the k8s deployment type.It also puts an haproxy in front of it so it can safely be drainedto perform rolling upgrades/node migrations and scale down. Itblocks access until the service is up via readiness probe. Lastly,it removes an unneeded volume when ceph direct access is configured.It also makes the glance services externally available.We need to add more haproxy support in the cli as a follow up.Partially-Implements: blueprint deploymentsPartially-Implements: blueprint kolla-kubernetes-service-exposurePartially-Implements: blueprint api-terminationChange-Id: Id95c2f0d891882a6cc91a8248156c998a204a294"," 8 files changed, 290 insertions(+), 23 deletions(-)",deprecate;feature,code-1;deploy-7
internap,js-openstack-lib,http://github.com/openstack/js-openstack-lib/commit/07a5dde06c8827b65bebb28bc438953384f39b17,07a5dde06c8827b65bebb28bc438953384f39b17,Create common service version abstraction,This patch updates common class named AbstractService to proposecommon logic for multiple version negociation.Change-Id: I999d95fca8ff01afea02ed9953c6b4a3828fa3eb," 3 files changed, 61 insertions(+), 67 deletions(-)",,code-3
zhaw icclab,watcher,http://github.com/openstack/watcher/commit/b3c2d3af1fac4c3cda89ec78c54c2de1a47b0f90,b3c2d3af1fac4c3cda89ec78c54c2de1a47b0f90,Check if nova-service is already disabled,This patch updates VM workload consolidation strategy adding a newcondition to check whether nova-compute service is disabled beforecreating the action.Change-Id: I1accbc7bbd62684dce14ca3b35c92121e923a73aCloses-Bug: #1591927," 1 file changed, 3 insertions(+), 1 deletion(-)",fix,code-1
fujitsu,heat,http://github.com/openstack/heat/commit/a3df3f8335c1b864279cf185537be63462a4fe30,a3df3f8335c1b864279cf185537be63462a4fe30,[api-ref] Rewrite the Heat API version,This patch validate the header: Change redundant request parameters toresponse parameters and add more parameters to response parameters table.http://developer.openstack.org/api-ref/orchestration/v1/?expanded=list-versions-detailChange-Id: I392af2faa54940f93ce1344e5e880a5583099608," 2 files changed, 21 insertions(+), 1 deletion(-)",,doc-2
red hat,puppet-oslo,http://github.com/openstack/puppet-oslo/commit/12d80eb63e133337db14f7bef0a870902e0733ab,12d80eb63e133337db14f7bef0a870902e0733ab,Remove rpc_backend due to duplicate declaration when dual backends,This patch:* Removes the [DEFAULT] rpc_backend as it lead to a duplicatedeclaration when dual oslo.messaging backends were used* Removes the conversion of pre_settled as it was incorrectfor the multiple line MultStrOpt valueChange-Id: I7ccd995ef01c2d54427684718adba054260fdd52," 2 files changed, 4 insertions(+), 4 deletions(-)",deprecate,deploy-2
